,id,type,volume,source
2017-01-01,1992892905,M,6,P
2017-01-01,1992796817,M,1,P
2017-01-01,1982657755,M,1,P
2017-01-01,1982644498,M,2,P
2017-01-01,1982643474,M,4,P
2017-01-01,1124123757,C,5,P
2017-01-01,1972796159,M,1,P
2017-01-01,1972763787,M,9,P
2017-01-01,1124125174,C,1,P
2017-01-01,1972627446,M,5,P
2017-01-01,1972599801,M,2,P
2017-01-01,1972572386,M,1,P
2017-01-01,1982661989,M,2,P
2017-01-01,1124198833,C,2,P
2017-01-01,1972525327,M,3,P
2017-01-01,1972509081,M,1,P
2017-01-01,1972506111,M,3,P
2017-01-01,1962799775,M,2,P
2017-01-01,1124293873,C,2,P
2017-01-01,1962684555,M,5,P
2017-01-01,1962635110,M,1,P
2017-01-01,1134105265,C,4,P
2017-01-01,1962630624,M,2,P
2017-01-01,1962604066,M,2,P
2017-01-01,1972541357,M,2,P
2017-01-01,1124092432,C,9,P
2017-01-01,1982693370,M,2,P
2017-01-01,1982695540,M,4,P
2017-01-01,1114058781,C,1,P
2017-01-01,1992783377,M,1,P
2017-01-01,1992774459,M,6,P
2017-01-01,1114138351,C,3,P
2017-01-01,1992772891,M,1,P
2017-01-01,1992755441,M,1,P
2017-01-01,1992737886,M,6,P
2017-01-01,1114151578,C,6,P
2017-01-01,1992712178,M,2,P
2017-01-01,1992702575,M,1,P
2017-01-01,1114181740,C,7,P
2017-01-01,1992006878,M,2,P
2017-01-01,1982921292,M,1,P
2017-01-01,1982885646,M,1,P
2017-01-01,1982883948,M,5,P
2017-01-01,1982865598,M,1,P
2017-01-01,1982855326,M,1,P
2017-01-01,1124002456,C,6,P
2017-01-01,1982819132,M,1,P
2017-01-01,1982803144,M,3,P
2017-01-01,1982782496,M,1,P
2017-01-01,1124064449,C,4,P
2017-01-01,1982696548,M,2,P
2017-01-01,1992813828,M,1,P
2017-01-01,1083703383,C,6,P
2017-01-01,1104035971,M,1,P
2017-01-01,1104812817,M,3,P
2017-01-01,1275585424,M,3,P
2017-01-01,1275577470,M,1,P
2017-01-01,1275532715,M,2,P
2017-01-01,1275509937,M,1,P
2017-01-01,1063453413,C,1,P
2017-01-01,1265679286,M,15,P
2017-01-01,1265492516,M,2,P
2017-01-01,1265459168,M,1,P
2017-01-01,1255523775,M,2,P
2017-01-01,1063478766,C,2,P
2017-01-01,1275656639,M,1,P
2017-01-01,1255329108,M,1,P
2017-01-01,1063484228,C,2,P
2017-01-01,1245435379,M,3,P
2017-01-01,1245267483,M,3,P
2017-01-01,1245234608,M,1,P
2017-01-01,1235292194,M,1,P
2017-01-01,1235203910,M,1,P
2017-01-01,1063537041,C,2,P
2017-01-01,1235100660,M,2,P
2017-01-01,1225352008,M,1,P
2017-01-01,1225265333,M,3,P
2017-01-01,1255310017,M,1,P
2017-01-01,1275750341,M,1,P
2017-01-01,1285689356,M,2,P
2017-01-01,1285727404,M,3,P
2017-01-01,1326338070,M,1,P
2017-01-01,1326242926,M,1,P
2017-01-01,1053340802,C,3,P
2017-01-01,1326070277,M,1,P
2017-01-01,1316920259,M,1,P
2017-01-01,1316911605,M,2,P
2017-01-01,1316903321,M,1,P
2017-01-01,1053355701,C,2,P
2017-01-01,1316092109,M,1,P
2017-01-01,1316086341,M,1,P
2017-01-01,1316056377,M,2,P
2017-01-01,1316041064,M,2,P
2017-01-01,1316020530,M,1,P
2017-01-01,1306982020,M,1,P
2017-01-01,1306139746,M,1,P
2017-01-01,1053387795,C,4,P
2017-01-01,1306005798,M,1,P
2017-01-01,1295994655,M,3,P
2017-01-01,1295932689,M,6,P
2017-01-01,1053426304,C,2,P
2017-01-01,1285877894,M,3,P
2017-01-01,1285740662,M,2,P
2017-01-01,1063411379,C,1,P
2017-01-01,1225264096,M,2,P
2017-01-01,1225236201,M,1,P
2017-01-01,1225127624,M,1,P
2017-01-01,1225114390,M,3,P
2017-01-01,1073764627,C,1,P
2017-01-01,1164602611,M,1,P
2017-01-01,1164507331,M,5,P
2017-01-01,1164413449,M,2,P
2017-01-01,1164406690,M,1,P
2017-01-01,1154619021,M,1,P
2017-01-01,1154379915,M,1,P
2017-01-01,1083638035,C,10,P
2017-01-01,1144315359,M,4,P
2017-01-01,1134364516,M,1,P
2017-01-01,1134168578,M,1,P
2017-01-01,1083679468,C,1,P
2017-01-01,1134128036,M,1,P
2017-01-01,1124198833,M,2,P
2017-01-01,1083693154,C,8,P
2017-01-01,1114938081,M,5,P
2017-01-01,1114907748,M,2,P
2017-01-01,1114192937,M,2,P
2017-01-01,1114180080,M,1,P
2017-01-01,1114048899,M,2,P
2017-01-01,1083696694,C,5,P
2017-01-01,1104826460,M,5,P
2017-01-01,1104815596,M,2,P
2017-01-01,1174565543,M,3,P
2017-01-01,1760437925,M,1,P
2017-01-01,1174576219,M,1,P
2017-01-01,1073723383,C,1,P
2017-01-01,1225038490,M,2,P
2017-01-01,1225018674,M,3,P
2017-01-01,1225002694,M,1,P
2017-01-01,1063588937,C,1,P
2017-01-01,1215975487,M,1,P
2017-01-01,1215236682,M,1,P
2017-01-01,1063622280,C,2,P
2017-01-01,1215152723,M,4,P
2017-01-01,1205996014,M,1,P
2017-01-01,1205840444,M,3,P
2017-01-01,1205832730,M,3,P
2017-01-01,1205811940,M,1,P
2017-01-01,1205132446,M,3,P
2017-01-01,1205056272,M,1,P
2017-01-01,1205036563,M,4,P
2017-01-01,1205023025,M,2,P
2017-01-01,1194776732,M,1,P
2017-01-01,1073569018,C,1,P
2017-01-01,1194751354,M,1,P
2017-01-01,1194725671,M,3,P
2017-01-01,1073600193,C,3,P
2017-01-01,1184690810,M,3,P
2017-01-01,1174923270,M,8,P
2017-01-01,1174726780,M,1,P
2017-01-01,1760457980,M,1,P
2017-01-01,1760463731,M,2,P
2017-01-01,1760472039,M,2,P
2017-01-01,1093797987,M,2,P
2017-01-01,1205028867,C,12,P
2017-01-01,1093765612,M,2,P
2017-01-01,1093761280,M,1,P
2017-01-01,1093761124,M,3,P
2017-01-01,1205839024,C,9,P
2017-01-01,1093753303,M,2,P
2017-01-01,1093750051,M,2,P
2017-01-01,1093744179,M,1,P
2017-01-01,1205859790,C,16,P
2017-01-01,1093828311,M,2,P
2017-01-01,1093731333,M,1,P
2017-01-01,1093071086,M,2,P
2017-01-01,1215900980,C,1,P
2017-01-01,1093022386,M,5,P
2017-01-01,1083920425,M,4,P
2017-01-01,1083887137,M,3,P
2017-01-01,1225264096,C,2,P
2017-01-01,1083804546,M,1,P
2017-01-01,1083789010,M,1,P
2017-01-01,1083741037,M,1,P
2017-01-01,1235399783,C,1,P
2017-01-01,1093703969,M,3,P
2017-01-01,1093830176,M,1,P
2017-01-01,1194887034,C,6,P
2017-01-01,1093852352,M,1,P
2017-01-01,1073571949,C,9,P
2017-01-01,1114028271,M,1,P
2017-01-01,1114014552,M,2,P
2017-01-01,1093747677,C,3,P
2017-01-01,1104878115,M,2,P
2017-01-01,1104801836,C,4,P
2017-01-01,1104874171,M,1,P
2017-01-01,1104849090,M,4,P
2017-01-01,1104848720,M,2,P
2017-01-01,1104899434,C,1,P
2017-01-01,1104813732,M,1,P
2017-01-01,1134324536,C,6,P
2017-01-01,1104808476,M,3,P
2017-01-01,1104807668,M,1,P
2017-01-01,1104094788,M,1,P
2017-01-01,1104082809,M,2,P
2017-01-01,1174700256,C,1,P
2017-01-01,1104040708,M,4,P
2017-01-01,1104034453,M,1,P
2017-01-01,1104023118,M,1,P
2017-01-01,1093990814,M,2,P
2017-01-01,1184921058,C,3,P
2017-01-01,1093950602,M,1,P
2017-01-01,1083707111,M,1,P
2017-01-01,1114033057,M,3,P
2017-01-01,1083694954,M,2,P
2017-01-01,1083660104,M,1,P
2017-01-01,1063527711,M,2,P
2017-01-01,1063526648,M,1,P
2017-01-01,1063518959,M,2,P
2017-01-01,1063513224,M,1,P
2017-01-01,1356341994,C,3,P
2017-01-01,1063496479,M,1,P
2017-01-01,1063483154,M,1,P
2017-01-01,1356399281,C,7,P
2017-01-01,1063480564,M,1,P
2017-01-01,1063461689,M,2,P
2017-01-01,1356312466,C,3,P
2017-01-01,1063436731,M,1,P
2017-01-01,1356526883,C,2,P
2017-01-01,1063417806,M,1,P
2017-01-01,1063417764,M,1,P
2017-01-01,1063406411,M,1,P
2017-01-01,1063404085,M,1,P
2017-01-01,1366416976,C,3,P
2017-01-01,1366439689,C,7,P
2017-01-01,1053425637,M,1,P
2017-01-01,1053419341,M,2,P
2017-01-01,1053413500,M,1,P
2017-01-01,1063435071,M,2,P
2017-01-01,1063556736,M,1,P
2017-01-01,1063608388,M,1,P
2017-01-01,1063624872,M,1,P
2017-01-01,1083605240,M,1,P
2017-01-01,1275704892,C,6,P
2017-01-01,1083600019,M,1,P
2017-01-01,1073893624,M,1,P
2017-01-01,1073802674,M,2,P
2017-01-01,1295734960,C,8,P
2017-01-01,1073672390,M,1,P
2017-01-01,1073619490,M,1,P
2017-01-01,1306041900,C,11,P
2017-01-01,1073611950,M,1,P
2017-01-01,1073611919,M,1,P
2017-01-01,1316021678,C,12,P
2017-01-01,1073574935,M,1,P
2017-01-01,1073569018,M,1,P
2017-01-01,1073542460,M,1,P
2017-01-01,1073520979,M,5,P
2017-01-01,1326257262,C,23,P
2017-01-01,1073517835,M,1,P
2017-01-01,1063745727,M,2,P
2017-01-01,1346426566,C,8,P
2017-01-01,1063680882,M,1,P
2017-01-01,1063626653,M,5,P
2017-01-01,1346451051,C,3,P
2017-01-01,1275512295,C,3,P
2017-01-01,1114131711,M,2,P
2017-01-01,1063682433,C,3,P
2017-01-01,1114138351,M,2,P
2017-01-01,1154369478,M,3,P
2017-01-01,1154330090,M,1,P
2017-01-01,1154323376,M,2,P
2017-01-01,66729,M,1,L
2017-01-01,1154305514,M,1,P
2017-01-01,66801,M,2,L
2017-01-01,1144555723,M,3,P
2017-01-01,66921,M,1,L
2017-01-01,66953,M,4,L
2017-01-01,1144433541,M,1,P
2017-01-01,66522,M,3,L
2017-01-01,67144,M,2,L
2017-01-01,1144332495,M,1,P
2017-01-01,1144311101,M,1,P
2017-01-01,1144297946,M,1,P
2017-01-01,67389,M,2,L
2017-01-01,1144283557,M,1,P
2017-01-01,67514,M,2,L
2017-01-01,1144278458,M,1,P
2017-01-01,1144241597,M,3,P
2017-01-01,1144226465,M,2,P
2017-01-01,1144213026,M,2,P
2017-01-01,1144343005,M,2,P
2017-01-01,1154373835,M,5,P
2017-01-01,1154383636,M,1,P
2017-01-01,66379,M,1,L
2017-01-01,65276,M,1,L
2017-01-01,65309,M,2,L
2017-01-01,65357,M,5,L
2017-01-01,1164623815,M,1,P
2017-01-01,1164583522,M,1,P
2017-01-01,1164558763,M,1,P
2017-01-01,65479,M,1,L
2017-01-01,1164528071,M,1,P
2017-01-01,1164474615,M,6,P
2017-01-01,1164472759,M,1,P
2017-01-01,65556,M,1,L
2017-01-01,1164443792,M,2,P
2017-01-01,65557,M,1,L
2017-01-01,1164425211,M,6,P
2017-01-01,1164420105,M,1,P
2017-01-01,1164412425,M,2,P
2017-01-01,65843,M,1,L
2017-01-01,66023,M,1,L
2017-01-01,1154563906,M,2,P
2017-01-01,1154522209,M,1,P
2017-01-01,1154521482,M,3,P
2017-01-01,66188,M,2,L
2017-01-01,1154489524,M,3,P
2017-01-01,67959,M,1,L
2017-01-01,1144210022,M,4,P
2017-01-01,1144209024,M,3,P
2017-01-01,1134396948,M,1,P
2017-01-01,1124123757,M,1,P
2017-01-01,1033152319,C,4,P
2017-01-01,1124066527,M,1,P
2017-01-01,1124064449,M,3,P
2017-01-01,1124032610,M,2,P
2017-01-01,1124031711,M,1,P
2017-01-01,1124031422,M,1,P
2017-01-01,1124025309,M,2,P
2017-01-01,1033180229,C,5,P
2017-01-01,1124023452,M,1,P
2017-01-01,1114999422,M,2,P
2017-01-01,1053358119,C,3,P
2017-01-01,1114974888,M,5,P
2017-01-01,1114964756,M,2,P
2017-01-01,1053390096,C,3,P
2017-01-01,1114947900,M,4,P
2017-01-01,1114946696,M,1,P
2017-01-01,1114926847,M,1,P
2017-01-01,1063638773,C,5,P
2017-01-01,1114181740,M,2,P
2017-01-01,1063655108,C,2,P
2017-01-01,1114152238,M,3,P
2017-01-01,1114151933,M,2,P
2017-01-01,1023031408,C,18,P
2017-01-01,1376599340,C,16,P
2017-01-01,1124125174,M,1,P
2017-01-01,1013933290,C,3,P
2017-01-01,1134354418,M,2,P
2017-01-01,68003,M,1,L
2017-01-01,1134324833,M,3,P
2017-01-01,68173,M,2,L
2017-01-01,1134306392,M,1,P
2017-01-01,68292,M,1,L
2017-01-01,1134228760,M,1,P
2017-01-01,68504,M,2,L
2017-01-01,1134198989,M,1,P
2017-01-01,1134161243,M,2,P
2017-01-01,68546,M,2,L
2017-01-01,1134148091,M,1,P
2017-01-01,1134145261,M,1,P
2017-01-01,1134114812,M,2,P
2017-01-01,68639,M,2,L
2017-01-01,1124387675,M,1,P
2017-01-01,1124334859,M,1,P
2017-01-01,68722,M,5,L
2017-01-01,1124297361,M,1,P
2017-01-01,1124252796,M,4,P
2017-01-01,1003906884,C,4,P
2017-01-01,1124245618,M,1,P
2017-01-01,1124224811,M,3,P
2017-01-01,1124128590,M,1,P
2017-01-01,1962602920,M,2,P
2017-01-01,1053387266,M,1,P
2017-01-01,1053376251,M,1,P
2017-01-01,1689650723,C,5,P
2017-01-01,1932122876,M,1,P
2017-01-01,1932114741,M,1,P
2017-01-01,1932103330,M,2,P
2017-01-01,1922364249,M,2,P
2017-01-01,1922330844,M,3,P
2017-01-01,1689675647,C,1,P
2017-01-01,1922236793,M,3,P
2017-01-01,1922234616,M,1,P
2017-01-01,1922207117,M,2,P
2017-01-01,1932175163,M,2,P
2017-01-01,1922080704,M,4,P
2017-01-01,1700872710,C,5,P
2017-01-01,1912124454,M,3,P
2017-01-01,1902856040,M,1,P
2017-01-01,1902855109,M,1,P
2017-01-01,1710914098,C,4,P
2017-01-01,1902025042,M,3,P
2017-01-01,1891834016,M,1,P
2017-01-01,1891016606,M,1,P
2017-01-01,1720164775,C,7,P
2017-01-01,1881987303,M,1,P
2017-01-01,1912188426,M,2,P
2017-01-01,1932192093,M,2,P
2017-01-01,1942223748,M,5,P
2017-01-01,1942369319,M,2,P
2017-01-01,1992904379,M,2,P
2017-01-01,1992786081,M,1,P
2017-01-01,1619034311,C,2,P
2017-01-01,1992714281,M,2,P
2017-01-01,1992096028,M,1,P
2017-01-01,1629053384,C,5,P
2017-01-01,1982604120,M,2,P
2017-01-01,1972802262,M,2,P
2017-01-01,1972721348,M,1,P
2017-01-01,1639176027,C,4,P
2017-01-01,1972546083,M,1,P
2017-01-01,1962636514,M,4,P
2017-01-01,1962451377,M,1,P
2017-01-01,1962451021,M,3,P
2017-01-01,1962416115,M,3,P
2017-01-01,1649279712,C,4,P
2017-01-01,1952590705,M,1,P
2017-01-01,1952509606,M,1,P
2017-01-01,1952411795,M,4,P
2017-01-01,1952389611,M,4,P
2017-01-01,1952332041,M,1,P
2017-01-01,1942594155,M,1,P
2017-01-01,1649405473,C,1,P
2017-01-01,1881813202,M,1,P
2017-01-01,1992991657,M,5,P
2017-01-01,1730178658,C,1,P
2017-01-01,1881627966,M,2,P
2017-01-01,1811958481,C,9,P
2017-01-01,1821057365,M,2,P
2017-01-01,1811989569,M,1,P
2017-01-01,1801919550,M,4,P
2017-01-01,1801875455,M,2,P
2017-01-01,1801834528,M,6,P
2017-01-01,1831315589,C,4,P
2017-01-01,1801103643,M,2,P
2017-01-01,1790904027,M,14,P
2017-01-01,1790759538,M,7,P
2017-01-01,1821070665,M,4,P
2017-01-01,1881829992,C,8,P
2017-01-01,1780816025,M,1,P
2017-01-01,1780612507,M,1,P
2017-01-01,1902874514,C,7,P
2017-01-01,1770870289,M,1,P
2017-01-01,1770673360,M,3,P
2017-01-01,1770601734,M,1,P
2017-01-01,1770548679,M,2,P
2017-01-01,1912976325,C,3,P
2017-01-01,1760682835,M,1,P
2017-01-01,1760595227,M,1,P
2017-01-01,1790016020,M,7,P
2017-01-01,1831106178,M,1,P
2017-01-01,1811187909,C,11,P
2017-01-01,1831191246,M,2,P
2017-01-01,1740381763,C,40,P
2017-01-01,1871767152,M,3,P
2017-01-01,1871752998,M,1,P
2017-01-01,1871540336,M,3,P
2017-01-01,1871537738,M,3,P
2017-01-01,1740414465,C,7,P
2017-01-01,1871532051,M,1,P
2017-01-01,1861480857,M,7,P
2017-01-01,1861474850,M,1,P
2017-01-01,1861468415,M,1,P
2017-01-01,1750303905,C,14,P
2017-01-01,1861449233,M,2,P
2017-01-01,1851499370,M,1,P
2017-01-01,1790765337,C,8,P
2017-01-01,1851356828,M,1,P
2017-01-01,1841581931,M,1,P
2017-01-01,1841458833,M,1,P
2017-01-01,1801943980,C,6,P
2017-01-01,1841310638,M,1,P
2017-01-01,1841306149,M,1,P
2017-01-01,1841246451,M,1,P
2017-01-01,1831289255,M,4,P
2017-01-01,1831269281,M,1,P
2017-01-01,1881666477,M,1,P
2017-01-01,1992993760,M,1,P
2017-01-01,1992997522,M,3,P
2017-01-01,1003019571,M,1,P
2017-01-01,1033383351,M,4,P
2017-01-01,1033374301,M,1,P
2017-01-01,1033370630,M,2,P
2017-01-01,1457315434,C,1,P
2017-01-01,1033302625,M,1,P
2017-01-01,1033300157,M,2,P
2017-01-01,1467627653,C,6,P
2017-01-01,1033274873,M,1,P
2017-01-01,1033266994,M,1,P
2017-01-01,1033232723,M,1,P
2017-01-01,1043204159,M,2,P
2017-01-01,1033230271,M,1,P
2017-01-01,1033184338,M,2,P
2017-01-01,1497935316,C,10,P
2017-01-01,1033182787,M,1,P
2017-01-01,1033179098,M,2,P
2017-01-01,1508048299,C,7,P
2017-01-01,1033142351,M,2,P
2017-01-01,1033133426,M,2,P
2017-01-01,1033118229,M,1,P
2017-01-01,1508865551,C,8,P
2017-01-01,1033106562,M,3,P
2017-01-01,1497726137,C,1,P
2017-01-01,1447236542,C,5,P
2017-01-01,1043207251,M,1,P
2017-01-01,1043212269,M,3,P
2017-01-01,1376713727,C,2,P
2017-01-01,1053369744,M,1,P
2017-01-01,1053357053,M,2,P
2017-01-01,1376740050,C,4,P
2017-01-01,1053345124,M,2,P
2017-01-01,1053339267,M,1,P
2017-01-01,1386631901,C,3,P
2017-01-01,1043655723,M,6,P
